VRT名称,VFG名称,CCC,旧件名称,故障描述,故障原因,故障模式
智能化,驾驶辅助,倒车/全景影像系统问题,外后视镜总成（左/合成件）,客户反映车辆左外全景影像绿屏,确认故障存在，经检查左后视镜故障，导致车辆左外全景影像绿屏,360绿屏/黑屏/花屏/蓝屏
智能化,驾驶辅助,倒车/全景影像系统问题,外后视镜总成（左/合成件）,客户反映车辆左右360摄像头有时候绿屏,经检验外后视镜总成（左右/合成件）内部摄像头故障导致车辆左右360摄像头绿屏故障,360绿屏/黑屏/花屏/蓝屏
车身外饰,玻璃及后视镜,车外后视镜问题,外后视镜总成（右/合成件）,客户反映车辆左右外后视镜折叠异响,经检查左右外后视镜折叠处故障导致，需更换处理,异响问题
智能化,驾驶辅助,人脸识别/车内拍照摄像头问题,车内监控高清摄像头总成,客户反映车内摄像头偶发不能拍照,经检查为摄像头内部故障导致,IMS失效
智能化,驾驶辅助,倒车/全景影像系统问题,全景前摄像头总成,客户反映车屏偶尔出现花屏或者绿屏,经技师检查故障存在，故障原因是由于前摄像头导致，根据维修手册，更换全景前摄像头总成，此部位无刮擦和受力痕迹，故更换此配件,360绿屏/黑屏/花屏/蓝屏
车身外饰,玻璃及后视镜,车外后视镜问题,外后视镜总成（右）（合成件）,客户反映车速超100码左后视镜漏风,经检查由于左外后视镜密封不严导致,风噪问题
智能化,驾驶辅助,倒车/全景影像系统问题,全景前摄像头总成,客户反映车子的前摄像头模糊，不清楚，要求处理,经检查是前摄像头故障导致,全景模糊
智能化,驾驶辅助,倒车/全景影像系统问题,全景后摄像头总成,客户反映车子后摄像时绿屏,经检查，确认是全景后摄像头故障导致车子后摄像时绿屏,360绿屏/黑屏/花屏/蓝屏
智能化,驾驶辅助,倒车/全景影像系统问题,全景后摄像头总成,客户反映车子后摄像头没有影像。,经技师检查是全景后摄像头总成内部失效。,360故障
智能化,驾驶辅助,倒车/全景影像系统问题,前视摄像头总成,客户反映车子亮故障灯,经诊断仪检测量 U221B81 ADAS报文$1C0滚动计数器错误，U222681LDW振动等级报文S30A滚动计数器错误，U222281LDW状态报文S24E滚动计数器错误，前视摄像头内部质量问题,ACC/AEB/LKA故障灯亮
智能化,驾驶辅助,自动紧急制动系统问题,前视摄像头总成,客户反映车子偶尔提示自动紧急制动系统不可用。,技师检查前视摄像头故障。,ACC/AEB/LKA失效
智能化,驾驶辅助,自动紧急制动系统问题,前视摄像头总成,客户反映车子偶尔提醒紧急制动系统不可用。,技师检查前视摄像头故障。,ACC/AEB/LKA失效
智能化,驾驶辅助,并线辅助系统问题,并线辅助控制器总成（左）,客户反映车子偶发性报并线辅助系统故障,经查该车并线辅助控制器总成（左）功能故障,并线辅助功能失效
智能化,驾驶辅助,倒车/全景影像系统问题,自动泊车摄像头总成,客户反映车子全景影像前摄像头模糊看不清。,技师检查前摄像头故障。,全景模糊
智能化,驾驶辅助,倒车/全景影像系统问题,外后视镜总成（左/合成件）,客户反映打开360全景影像左侧摄像头绿屏，要求处理。,经检测打开360全景影像左侧摄像头绿屏为全景左摄像头总成故障，因无法单独更换，所以更换外后视镜总成（左/合成件）。,360绿屏/黑屏/花屏/蓝屏
智能化,驾驶辅助,倒车/全景影像系统问题,外后视镜总成（左/合成件）,客户反映打开360时左摄像头绿屏,经检查左摄像头存在故障,360绿屏/黑屏/花屏/蓝屏
智能化,驾驶辅助,倒车/全景影像系统问题,外后视镜总成（左/合成件）,客户反映倒车镜摄像头异常,经检查系摄像头内部故障导致,360故障
智能化,驾驶辅助,自适应巡航问题,前向毫米波雷达总成,客户反映倒车雷达不灵敏。,经检查为该车前向毫米波雷达内部故障所致倒车雷达不灵敏。,ACC/AEB/LKA失效
智能化,驾驶辅助,倒车/全景影像系统问题,牌照灯电线束总成,客户反映倒车没有影像,经过维修技师检查确认是牌照灯电线束总成失效导致故障,其它问题
智能化,驾驶辅助,倒车/全景影像系统问题,倒车摄像头总成,客户反映倒车时后视影像模糊，要求处理。,经检测倒车时后视影像模糊为倒车摄像头总成故障。,全景模糊
智能化,驾驶辅助,倒车/全景影像系统问题,外后视镜总成（左/合成件）,客户反映倒车时左侧倒车镜摄像头不显示，偶尔有绿屏现象,经检查是外后视镜总成（左/合成件）上全景摄像头内部故障导致绿屏不显示的现象，无法修复，需更换，附照片,360绿屏/黑屏/花屏/蓝屏
智能化,驾驶辅助,倒车/全景影像系统问题,倒车摄像头总成,客户反映倒车图像不清晰,经技师检查故障存在，故障原因是由于倒车摄像头总成导致，根据维修手册更换倒车摄像头总成，此部位无刮擦和受力痕迹，故更换此配件。,全景模糊
智能化,驾驶辅助,倒车/全景影像系统问题,倒车摄像头总成,客户反映倒车无信号,经检查是倒车摄像头总成的质量问题,360故障
智能化,驾驶辅助,倒车/全景影像系统问题,全景后摄像头总成,客户反映倒车影响模糊,经维修师傅检查后摄像头里面有水汽导致模糊,全景进水
智能化,驾驶辅助,倒车/全景影像系统问题,全景前摄像头总成,客户反映倒车影像变色,进站检查故障存在，检查为原厂件，无外力痕迹，故判断为全景后摄像头总成工艺不良导致,360绿屏/黑屏/花屏/蓝屏
智能化,驾驶辅助,倒车/全景影像系统问题,自动泊车摄像头总成,客户反映倒车影像不清晰,经检查为后自动泊车摄像头总成内有水雾导致,全景模糊
智能化,驾驶辅助,倒车/全景影像系统问题,倒车摄像头总成,客户反映倒车影像出现水波纹的画面,检查后为倒车摄像头质量原因造成的故障,全景进水
智能化,驾驶辅助,倒车/全景影像系统问题,全景后摄像头总成,客户反映倒车影像黑屏,经维修师傅检查为全景后摄像头故障导致,360绿屏/黑屏/花屏/蓝屏
智能化,驾驶辅助,倒车/全景影像系统问题,全景后摄像头总成,客户反映倒车影像绿屏,经维修师傅检查是后摄像头故障导致绿屏,360绿屏/黑屏/花屏/蓝屏
智能化,驾驶辅助,倒车/全景影像系统问题,倒车摄像头总成,客户反映倒车影像模糊,经检查为倒车摄像头总成，故障导致,全景模糊
智能化,驾驶辅助,倒车/全景影像系统问题,全景后摄像头总成,客户反映倒车影像模糊,经技师检查是全景后摄像头总成内部故障导致,全景模糊
智能化,驾驶辅助,倒车/全景影像系统问题,全景后摄像头总成,客户反映倒车影像模糊,经检查后摄像头进水,全景进水
智能化,驾驶辅助,倒车/全景影像系统问题,全景前摄像头总成,客户反映倒车影像模糊,经检测为全景后摄像头总成故障,360故障
智能化,驾驶辅助,倒车/全景影像系统问题,倒车摄像头总成,客户反映倒车影像模糊；客户反映内外循环无法调节,经检查为倒车摄像头故障；经检查为内外循环执行器故障,全景模糊
智能化,驾驶辅助,倒车/全景影像系统问题,倒车摄像头总成,客户反映倒车影像模糊不清楚，,经技师检查后外观无伤痕，怀疑因摄像头内部问题导致摄像头模糊不清楚,全景模糊
智能化,驾驶辅助,倒车/全景影像系统问题,无零件,客户反映倒车影像偶尔花屏。,经车间技师检查判断为全景后摄像头总成材质不良导致，需要更换全景后摄像头总成。,360绿屏/黑屏/花屏/蓝屏
智能化,驾驶辅助,倒车/全景影像系统问题,倒车摄像头总成,客户反映倒车影像是模糊的,经维修师傅检查是倒车摄像头故障导致模糊,全景模糊
智能化,驾驶辅助,自适应巡航问题,前向短距摄像头,客户反映定速巡航，紧急制动，智能泊车功能不可用，要求处理。,经检测故障码为B195000 800w摄像头电源故障、B195104 800w摄像头未校准、B196531前视摄像头其他故障，为前向短距摄像头故障。,ACC/AEB/LKA失效
智能化,驾驶辅助,自适应巡航问题,自适应巡航控制器总成,客户反映定速巡航不能用,经技师检查是自适应巡航控制器总成，自身原因导致,ACC/AEB/LKA失效
智能化,驾驶辅助,倒车/全景影像系统问题,炭罐总成,客户反映发动机故障灯亮，反光镜不折叠,经检查为炭罐控制阀，碳罐截止阀，碳罐内部故障导致，后视镜内部故障导致,其它问题
智能化,驾驶辅助,并线辅助系统问题,转接线总成,客户反映副电动车窗开关按了没反应，工作失效以及转接线工作异常，失效等现象,经师傅检查副电动车窗开关按了没反应，工作失效以及转接线工作异常，失效等现象内部质量问题导致该问题发生,其它问题
智能化,驾驶辅助,车道辅助系统问题,车道偏离控制器总成,客户反映该车报转向故障，故障灯常亮，不敢行驶，急需救援。,"经上门检查是报故障U1786F5  
   EPS响应横向控制不可用；U1786F7   
   EPS系统可用性状态失效；需更换自适应巡航控制器总成和车道偏离控制器总成。",ACC/AEB/LKA故障灯亮
智能化,驾驶辅助,自适应巡航问题,自适应巡航控制器总成,客户反映该车报转向故障，故障灯常亮，不敢行驶，急需救援。,"经上门检查是报故障U1786F5  
   EPS响应横向控制不可用；U1786F7   
   EPS系统可用性状态失效；需更换自适应巡航控制器总成和车道偏离控制器总成。",ACC/AEB/LKA故障灯亮
智能化,驾驶辅助,车道辅助系统问题,侧向毫米波雷达总成,客户反映该车大屏显示车道辅助系统故障。,"维修技师电脑读取故障码：U190087故障码超时EMS,U190387故障码超时LAS,U190487故障码超时IP,经检查发现车道辅助系统左右侧向毫米波雷达总成内部故障。",ACC/AEB/LKA失效
智能化,驾驶辅助,倒车/全景影像系统问题,无零件,客户反映该车倒车绿屏。,经检查是由于右外后视镜总成摄像头失效导致绿屏,360绿屏/黑屏/花屏/蓝屏
智能化,驾驶辅助,倒车/全景影像系统问题,全景后摄像头总成,客户反映该车倒车时绿屏。,经检查是由于全景后摄像头总成失效导致绿屏,360绿屏/黑屏/花屏/蓝屏
智能化,驾驶辅助,倒车/全景影像系统问题,无零件,客户反映该车倒车时右侧绿屏。,经检查是由于右外后视镜总成摄像头失效导致绿屏,360绿屏/黑屏/花屏/蓝屏
智能化,驾驶辅助,倒车/全景影像系统问题,全景后摄像头总成,客户反映该车倒车影像不显示,维修技师检查发现该车全景后摄像头故障导致该车导致影像不显示,360故障
智能化,驾驶辅助,倒车/全景影像系统问题,自动泊车摄像头总成,客户反映该车倒车影像模糊。,经检查是倒车摄像头内部故障，需更换自动泊车摄像头总成。,全景模糊
智能化,驾驶辅助,倒车/全景影像系统问题,全景前摄像头总成,客户反映该车前影像绿屏。,经检查是前摄像头内部故障，需更换前摄像头总成。,360绿屏/黑屏/花屏/蓝屏
车身外饰,玻璃及后视镜,车外后视镜问题,外后视镜总成（右/合成件）,客户反映该车右后视镜有时候不回位，有时候镜片调不了。,经检查是由于右外后视镜总成内部发卡导致有时候不回位，有时候镜片调不了。,折叠问题
